index,source,entropy_avail,gen_time_ms,modulus_hex,publickey_sha256
89,baseline,256,655,A363A23D21713795647C69B087B5232413D99513E464F7CCF04EBD6D8B6C9342C123E62544EF8FB8A91DBC3D43EDA841920C8CF104F8567B003FB0BF5AE599D80683E1F573D84AB442001D3AE895601197E988F72FF7F652F34C04717F4529E8E8B351E4414ED50CD99AF870FF4CFE761175B987EBA078E4A59E1DFE4069D985EA42E913E96F7E5B57940E526229CB6FACFFBACED574F32EEC86426C14E55B4A179F14A04536392FA4974B6BB88C73DBE4E6472F76D20FB2BD1E5A459BF8E97C171D49C7857461905AF90E5C0D2E9ADC77B6A9673F45AEEB8B768C430134F2865833D968973B4C2521F8AB05D8867D30BB781C5B41E53E0136AB5C11C59ABAC9,3d044d3ddca8dc3dbe4b43057de2cea6910007ad7f0d85d4f84e4a511ae6c688
90,baseline,256,873,A70DFDD7FC00296E157F278DC631823F085C6DDCB7814DEE7AC78BC7ED3AC179E00F25DAE7D79E8CEC0F14829051073A411A6357AF08C4449681627B798751ECEB3D9A843E32B78635A8A5F5BDBC1DEEA5FD61FC8DF286CB5DDA2CAA1DDF71DEBED5A7825FADABCE3B31AA1C6A8981AEFA5A55AAAE7CA8FA47DC9A92C73A83CCA00A13838FD94D9FACE0A35389450A9CB3BC2947ADB2EBFC391446B0C3317D6F06461131BDEEE831A2D16C9F9D0A6D4EF410F59BE92D8BD67640C021302CF0B4740A14AC0655CD13B82830C3260634BBF0F49019844B25E1B683789E5C18CB865E6D5205D2B41A85D04EF30BCE5029E627BDAC90F873D0F1D6747497F85CB269,ca4f109543a3c75e305202743305f84d64f835230a52cc2c340dac77a78b5a7c
91,baseline,256,225,A2569973101CFDD0012F991B4D05BC042C95119C08198FDF504A8C787845EF78AD57DAABBCE97B9FED6BD67B2990578EDA29A01FDFE03890E2A8AA153C1CF58CE82946953562AA894F1784F847E05AD0EDC6B59B4FFA745C215D8A021DB45ADD2F96AC9CAEC0A80EFD180EE82C1B49274D0328E5C8FB17A2EE2D126215D2AD7A0D96112183111748A0719FA6DD492A163CB863770D7A45788859813C32EB444D64B9DA590C324861B4A9792A14FB433925BC59479AEE670F0176C8CFA0FFD979A2D285452A6CB5215920608C4D1083039133EAA32B98FD375A2CE0828A629E080A323D30381E8459878BF98D3AC40913B01544C9A9574A14082A6F2343B7FEF5,ec418b94beee08bc37f4d20c73360cbd51d1a88accb9f18417e6729cd43a9cac
92,baseline,256,316,ABE70317B8EEE3F679AA2416450BA33C45BE60AF021B316FFE5A1999EC2941230432158A1835CD0F24B604D2CA386C5E1C08D59E8E5E2AD56926B2A3661DAE02AF778D2B123BA76350274621911FD3F370DE610886B80DB527942A0C7744B36393BDC234D728B15E3124F58587733268B2BE12D0B6BD6EB776BC4AB617613D025774956497ACF70475CC2950FAC80CBA5A0C4DE27DAAA164F9A20B20A108D46C32358F9D182B23B6F18662FF286F63CB854572513E64F20BB97C86942E3E5888F99C3C0583790A0392D5F1EB4DFBE6CD198B7848DEB3A7CAAEFC251E2FFACE0A72765FDFF4BEE6772A9556A0A3627108C7A273CE5A59B7C85D9D771A8BFDA3B5,5ce9d605cd7d3278cfd8717da6df91d8575be85691ca68b64d10f0ae77b12fcf
93,baseline,256,184,DEAF1C41CB830E5DF865E7737E7C4FCB4844FB023C885DD96F99B7474D98C6E132227541A3CE8686D8F2A8266514EFAC15D8662744A846D041C9738DA18B9735C3AEF29679DDB50F0D503818156100A6E60D437F90C9C80EC9038CA3AC2C70CA6A78C9E775534E65BDD6ACFA07FEEE6D2EDA55F25272F573DA3C09769739BAF6A4F4686E595B835349CDAC21E57F0FA61FD8FC38299C4EEA7BB1A980D4045B68FB1AD9AD5D9925E57B77F17B07861F6A857A9BC08C3BBA01901366A695BCE4AC0C89B2D855321E5D6C9AA89E632FF5B5D31802F97435492048D8211A47909BBAE67FC5A4284B32C1B5A73A6CE75DCC113B20C654B70B0C1E2807CF571BFC4B3D,ba9fbc5543a5a51cc1a5a58876e8d6fcabb3bd4e26d0a1729ff52a13735f068a
94,baseline,256,444,97987F0460EE4A9AB51EBE390A9F27D3F2B4D55EE41483B5C7C99955175EF22D0F284EC11687421D9F0E1263243ECC71C619068D23C136307763700D2157B776B039DEFD6A5CAA2FFF3B4E06076D5C4943ACC91BB8F7A89B36E5B99E15E4D1B321DB1C4D0B68E45545007C0015E7AB3581412517DEE5A9D636A4B259C9C916B87876F59C07A3020D6FB646212F75622153B90EE85AC4545852410F4D9236E01E7127C76D56CCAD40483BB94F52736C66A7DAD8AD50D2F59BC3D5164B66A97FCAD7F17BCAEBEFD0112DF527F80934B16FAEA36606B3BB9AB10A6252D61F816CD68DBE6017687E7BDC35476E7FB891F7FF7CE82FCFF9F338DC14DD8671B364C4D1,fe699a699b41936ccd5b0585571d5ff3614d628cd701ed7e46a051d993b78665
95,baseline,256,737,C2730DFE88B6715637B8448B273103DF11A53650122055C9FEE2E9FDB8BA5FAFAF00D8CD9D366F0924F8A31C14AD3A6E887A852B31E5BA4D59E98511C67C4AB266D3D015C80B08C10C2945011B78D92E64AFE0EEEA609F9273C435683498AEF45D8339B07684DFEB17354CAE5A59C1D8E3769FCBD2E2150665BB30E9233B82244FB6C6AF731609CF098FD560A8D54CD08B774C494298E35506D710578144FE17F15985675C089A5BEC0FC59B3F6DB373964E9F6BE5903C8AA94093F05472AF139943317419CE65C1F7F04B99B35FCE2DB81DEBB056E3C8A0140704ADEA0D489B536300BB8F43FF7AEBEF825CFEB526CC1EDE14E5B227330A668B0D84462293C5,3c5780d2247ec2108b2a58fe8b1cd664d0f42f09e2549f7b2ba6eb6ea5e24f96
96,baseline,256,336,D9BB30A98D285E00816D00EE785CC3930A19B83494CFB8722304B09E27D3A1CF30615951B6F8D0543DC61D2E2DFCFA4767C1B11B7B1BB6C621F1402E685569B35770D44879F7CC759DF2D6A0CFEAA1768F5CE8D876AAFB6EA743DEEE991D9DB6A0E553E0F7E874BA1E6F8B3193631434A24561EA21D7BC5B6C62653A56AF554C1846E252626732C1658BA0EE85F29D7C24E8F9DA69E4510D74EBF03FDE0DA2FE718DC5AF67168B1AB82D6E291905B9D13CAF5C1CB03313DFED90DE6F50CB1805AB05A46B119B048862D7448E20D89CB50711BD9FF9A4104FAB8C2B9403C86CDB8C7FC02F2B4C031B8B1A283FCF902DD9ABF73847468A866EB4AC4CCD62ED27D9,2cb3373bae8efe5e3f17532ad6e367cc0c6254759f93af6cf129810339804078
97,baseline,256,320,A7F1502962099B5F73F029F139124ECFA9AF4CC1944F17B65D75EE8000261E258D16C07059868A5B9A105832796F81C6E04F18E92E5FD0F80BFA8BA8752782459D04FC42CC70FF4D692A0F1212F82CF8AE31AF75F700FF34E6E73E239E9DCA3F2F2B574B9CD333D08D1D413CBAE9456733BB53C2602B82EFBB5D8E0E8B575DE5EEDC5359DC01391DF388623BA2A06ADA9F634D36E187FEF0BE8EFABEB54C45018DF8F9FEF0FCD86C775B0269634574A63C1821AF7784D08002F28C45D20DD94D57E1A57B43F645F6AF0256543900DFD8F0F6126C7A9D9A2CD0E9D09AAA2D4E4121451779D9F40B9A9DA68BE9598320F530ACA61638AD33FD00C67DB42EDFD203,16ec7811054168200cfc2f390458182b50f2bd2b90fb075d2b4097e20bc4f08e
98,baseline,256,250,C572AF51D606F27AFD76E6FB7D8D36A657A0058151D566DC5D634F78E3CB42376C1FCDFC8536ECC9C82CD2685C37F075C3B7B0CD54F883AB32438A2BE1E95A0D25EC29675B10C82B827C9CCFEBC86A5FCD22EFA62DA97B88A86C17D49AF2098F6FD926A248A9CD2F01E36F5C042E99EDFBDCA87F226E3546D3D14D76CF0A50EDD20F10A172DE263DD1F60137161F44C21CA5CEAD50A3E7030AB3EA7E81A9A8866458745703181041E9859817F8C0ADE1D1F44F3368206016B6F8ADCEB6B4A52F4BA7026A06EA85B58FA02FE7CDFDA5252EC8B844CF240C1F17E498DF61522A90041A7E125AA4552743509F882F104D0AD2A8F89F67BEFCE476883993825FAFC3,36ddb5bf66a30b9c7e9a3d9ad5138be5cb6def2a9073a0428539c6671e3ddbc7
99,baseline,256,272,C4FEE56D6F6BD1751B65E5B60096D637A2333EB775D5E6CF91744511FCEDF28C49FA29E7F3B3A7D52E81B5C7B024EAB49C47C0547D9E238C319FAB8A3E499C35025D186307C5DDBC16704CC8FB86B0E51D183ABCAD49DA971EF834873DB86FE844E88DB8719C85A999930F8954F5451898348ACFAEE55CC11214723D7382796E3801E190C07D9517FA57C9116B110411D69AA4EA53C7187B2B69153E33D19C8BA39ABAB4E979020E6424870DEB07BD20AF05864D70B1E4AAB92D47375F2D172D84400738BF0E35C8A7E5E6F43F76C8FAF214CAE4E01F8C258759DE0615F6C10039FF3C74336B05B14372FE8DE12F1155380428A6E004775793B17069058B1A29,b463de066c78f645f341b84fc7c5c75a18b83a7afb9178f0ba0410c3c2b253fc
100,baseline,256,544,AAF2209BD8AFCFA88FE9BD883EC0102812E0A69F1B6E5F10E14373CB453A87D5175452831DFAC4F471BA39408B6DC33484020FBD6D3DDE198E28BBF13230D10445CCADB67350B3AFD0833F8D70D2B5ECF345C198EEE73E92C794963AD86BB059485EAF5ED288814AD1E395D5069F47EF26E4D6DD2A147851E3232E3A4140EF5A4CFF854E57D80F16FCB13FF2167B9789582082D467EA86979535415D4E0C27D2F85F4D9FC98D2282577414A7B3D73E384566EDBC125FC02F16B7A93BF9DD789DF5795365F0CF1F8A29B0214B365C32561BE9392A07C4DE51C117A6C42000B40FBFB2D401C8770148FEC9E697724437F035EA4B7674C6B1F94F67141ACAD70ECD,da8b166f33d19e6c746466b66a7dfb95e7ef3ecd42bab113d61bb3e72d07bc73
101,baseline,256,253,AE105D7971F30EDAE9F0532D8D29E886BDC29988AAA31CE975A3D417AF58F76E6C7ED3189E8C15942F20BFF764B84F840E3731823679DB52D94E2B15348C4B72E6F8D248C9CD765CB8EA641DA94710D7FF909BA2AD281132A32197102977A037240E1A2083FBEB09E7D5C48E062304A9FF613BC63C83922C9FF5484B989E294189C5C187CE81BE61D215381567ADDEB35F2BE6E424ED52FEE29164AD727FC10321ABCD594FBED2C6E8E8CA89C142D8453812AE9B075FBBF8FE62FDE072BE356E3D51486B88A5CC44AEF433DF949ADF22AB586A53A0929AC62F1A90D65C73A55382C2D7FDE0E02EA99451524705FACE67E9BB8151CDE172B4AE984B82A9653B5F,82ffa998b54ea07db5008e270ba17f001ebc6e22c61baa812d6fd2d7577dddc3
102,baseline,256,400,E1980AB393B27E0833B639E294430261A5E9D44988D36417FC4632131573DB306F25ECD50B7A3AC869293A071779E46AF01224796AE4D243A80B7AB90C73FE9D7C64784B2FD332F2DF9DE2E86F993E884777F9DF13491DB5382B8C6211B0490DA8C9C97A05BEE5EA1AF243C2920E00015EA455432C875012C530A99E6E0FA156BA218E09D214F67C5CCD21EC9C382540774D405254FBB13C7FA73004667EF54924B634FE185FD8B98FFB12BFC86AFDB97D2931510158B37515F416CF17CB9A3277FDEB24B1A2304709A03CFAF38C2B5FB9E9DE47D0F838BEF937E1F5AD97870EA5AEFB3BF349C23E6C5BEBE3836D8169E9EFA5F444C382FA66845E93A825FC27,7c55f9f4094adab7af0b79da452cf170638607ab94860af289598f33f8b69573
103,baseline,256,367,9F2FBF9D425758BF209C56C9C5F09B844CC2C023763BDE9B0A1FE9E1AC69997F9F505FE2ADDC7BC331108839F632116C56D825EBD2BEBF7CC856E265B3073229C36CDADD61FBAE588C7A6F9977A8C05D6133201EF1F2859C6A999D95F1374D6A8AB9FD873E1446A84EE36894763411403849A07B8916216BC7E306ECFED8913264CD266E9B6B29D4A85D831FF26AE8DEB5B1D563DDDD519F9D787136EAEBBF942B31793C906B57915C9D42CA199180AD172E1608A1FC3EE97CE2DEE1331A75A4D5D206AC0906751B7BA634A4AB5FD1809DD7C3935C6EFEDF239C4E5EBFF20B2C0AEF49C0B4E8B9530A022DFC4D5B1121A1EB22184102B0BA27C22E8E9C5F8E2D,6d23814892377cf9c887c0c687be678725f05eec20840f2455ddc2554c604d97
104,baseline,256,707,D84E87498A689154A89AE753E4D834762D0033A02EF27BB1403856A8DE804231927EC97423E7E2805AC5095F73DE3A9D446D685448BECC708B38CCF4C98B2346D6C8659B04263DC40D6A76459A1A115F57A720042555095569FBFC9FFFC4FB3F8A28EC72816732632171D435D7C5192B027BF27EA6B1F4B60431322D0082E77C552E16ED0370152A7F75B25A4B687D46CA59384708E8464BE810DE0D051A0807FE80D409AC32E4CE86A4308008059A13B53B4121E6E0AD46AA7488424D7F679E1A0D21EC5062563C34E7482C451B683455746A59D09492EA5666FE8439672004E2D70E2ABD8DF4502C247DFA5D6B5ED1BE4F53E705E2D8660D9016A1C97CCF39,57badda45e373d2f05fd73f1e890f18726a938809184d34f7fd7ed4c26c5cc09
105,baseline,256,584,A6BC6C2573CC83BEF47503673FA462DB29C7FD8C42F7E21D74488305F1B31D5E8CC4B899A47ABFCA1D92FE6E6EDDEA4937BE976835CEB6A868E8F428C560CD16212E0017CE88308FFD3C1633C240B830498CC948D7FA49430FE6C297972210C82B0FA47C0261F636D32AEDDBF11DC58BD8FC6E477E43A13FA2022A43A0E79C5C508C2C071FF14BA4A3187F4EA1A0045B0393FB9E9D85B391796113B5C0F2F2D64FB334BB25FB0FB0F1E344121043CC33094A5BAF755B02D10F6856A5B9D82182CD1CA722A170AC700D8DEA28F5B78BCDEB25589A8C61AD084FE2E8EFA09AA7BC1A7F22C3E72F8549D5606CF7408343043380B4FA0D67C23ECD89D11428D813FF,e9eb910add0b27954779a80882c7d72cc2a9ee17af2159017702c06e8b80d7b8
106,baseline,256,1491,9A2981998A8DA995EEF9E9740CB07FAF9BBA1AEE055246DD488AF25ED9F2ADBD45B723927A9066BD0893BF9FECD15B45D8FED0338407CA22CD23A4C3D6A1C1D001B35D003AF642A6F18A47658B2688C0C5F120B67F824BF8F999A63471467B69BC034072F80427C02FBAA8A28552EFD0F4E045A870495F4454FA0B5D68BFFD67071AE19EC7DFF0CE849AE83207ADF5B2AFBDDFC544AF96A2882C6A73BF85565A47372D0F305647A4F4FBCCDBC1EF393FEB519A03D88B445068EA525347C0C938BA9CD8D01C913D31F0153B824D4C86A40E0979C7D677AB22AAE297CC2657A14DC40A19395903A029B98656C38940207A0493A453367E542CE50F8334E0AB222B,661c68e3236a0198f29016d40fb40f66ccb8b8cb8eed071e6986df6082a2a93d
107,baseline,256,410,C21CA1263C5FF5AD2E12144271B54E2D712F376150454D0901B7B4BC6CA36F5C5884EFE5C55DB62BB5237495F1809DAEC66700FA8799951F85F9793A2AA8D6CAEC98E6798B4243AFB9B203A78AD1A4C42D7337B391BF08A07488D37518A18911E1F48326BA13EB1F7431BB792CDFFA346D87C985E7DA59CA3E2C4CBE8FFA101053C8FADF6A4BC42E99075D763FE098B3CDE7A9BE27B779278221492B2696900DF2D05E95BE81723A5FAF67759EE63C24E6AC5777064F9E41F4242871F043794F4BC4EA49E192D90BE2F5F3316C681884AFBCE46529D60507D4EFFC20D15DA4FCB645BE55C5BE07C3BDC7B917CB702EE03B107DB987CF529CEBD4871F8074F2C3,46bf3e8ff9ba6b8a9843fb9842e53621b6e92703442eb6c5316a57ae55f41747
108,baseline,256,906,8E9AA7896E4351C813310B985B138ACB55A279CC8D4D2FA9931761170B3B605E770AB00BE8386EA43B25C9E9BCA05DEF2AA0CA0378E149AF7D989B38B63C84023EAE559EDD1386D0C061D6FF0EA37BAB55BF940149D1C4EC02852F452683861470188A370CBEE285336E770510EF2E74EB68A783A73A071924C1109A9BABDE85C7679EC1A96974E04FE840E53056B4F76B4E6A8D9E516479E6D10809C7BEE3EA2DAC68F5458F547E2ED1154FB0057C6306727F06B94626F4F78521988D54A90CBF33D8F7B33D1AF697BAEA1344BAA679D4F548D3CFE48E5DD5F16BAC647EF31A4B12F0BF7D0D009B27D369A152E35F7FB50D8C68453ED8CDC43A6E756D67C265,4532bb21f0b603ea1cb5f66463aa18ad365ad3ae6580a8d23b7931f579e21347
109,baseline,256,374,B5AD410ADD0ABE3B9724236B31F7AFAF1AF09B24E3219F9ED4B6B95C199C9A23A4512D7D94F1749412395B86689FB1934FA362AA5CE0D86DAC1E710EE7CFB705F0EEF875C1679FF9761CBBE5AE777C4E074900700BDA2D8CFD5F903CFB407F864E1E1FC4E1A54A88109030F81DE9B9980B8FB6B5AD4E91C991BE4D2C87E5BB4F374145ECAE1C6021B93962D1120A71769A288D814BCC2FBD72D4C8A9923C3EA75780CB8F98D1E555E13B620B090D679B534C644AE77282657383D5A7D5355A169381BB374571A5E4329B495F1B5B643AA71C95A0638CD40B544A7A04E1A436A1958C258D5B49200A0BE6610DFC97819D4F8F2D7628EFA53239E1A963003D2B0D,c79c2dd487825d5dc2734f8edb03728f052e7135d3675f8642d3a9425337b5a9
110,baseline,256,514,C301E9B7A6453D71684EE694D2A4C598C4AC00B0A721E03603D0DA7C41D1A0A54345201936D00EBB418C82831382D53D6EB2B67712C32E82A96D0CF5B091B08B9D8EDBDA1997A768779F9488E0789DC029866780438BEEBC45251F8A0893F44B07A1AD0A2F64C9D3CF3BC98112EF0C1BA64233AACBD2D92CBF714AF2A53D7CB06DB7C7EFD4F685E150835F68659D98A97A78411C73DEE55DCFEBA7781365C4540A3DEFF9CBD26D5F00340A75811F739C2408A791A0961B0E9064F3A13ED715B0CF4EA4E57F8E9444297547DB4FA76B340268BA608ADEE38409B4D02CF7F7BC46C2A8BCE771A706F68F2E5B11E68B7CED7230755C04143DD0EB967C70AF945D55,76c7b84ba3425d6b0ab333a7dc639561e1dc557b9041b24e3450c0ecf4b44435
111,baseline,256,383,9A615C456AD962A8005CC3528F9B50FDB9AD66F01E70E9DA0733DA760E6F2BF8781B5D8CFF4327EAC1BA9AE6D258A2E35338895E007AAE0FD41790D679E2E96F2A341BF8F8A0EAA154F057790DE99E2BD9DD3112BA81AAC6836E7BCA48C2B4D172A0A6A158008ABA4D095101EE6D1E2D54EFDCF5E241B8D667B21CAF47F6837BC37957B0F9A423B93C745B397A783EF4837D39A47EED025B863C9E6445CDFDFE0BB35ADFCDBC07824144609D945BA7B75F15EC1B651B7F7B966467DB97DACC8C8FCA943D3EE9278FAA756059C8F4237F89669DCCD4135025DC5AD77A1F0FBB80FEC44CA5B726E8F9C94B253E60D0D17871B25252C0FB884DBDBC645B65FD9C27,80ee13b5c854f7bd6bcdf21e741ee9569d70654d6c02f1ab70c3984742ea98f0
112,baseline,256,1157,93FC9BC2450F59330886EC89DAEDEB856AF4F990E5B7270F07469DC663BCA5396765D84F541696027554ED6DD181670328DF90C475AD28A38C999F4BE7ED3B6F7A9228273D976A7A5B7A7E778AC7F020036BA144071066FCD3521674BD4076DC8755DCF46649E55BF583494BE242773C98BEED41F975DEAEB1FBC8E84FECFB665547EA8416846C5AB2EEFE6AC98074CC2C88DDEF02045517C8B604D6B7EA634BC1BC4A0FFE20438B69545228F609B003EE66102093AC63A6106D38068EBC1AE038B18FA655C04A7DE6F15597359CBF8AFE6C474ED288DF0D8AE50B26C77F8F67CF5B16B67FEF58457D051DF8B40C3FCA01450E4B1C79EE7E2301E64AC238700B,d3266b76d84be3af5fa2227a9924cc8051dce2ae452601ca68a9901c440c7bad
113,baseline,256,662,B4A44EB1EE31D2E0A060C8BF09B32AFF8CF9E83F3DE1CD28AEE87A390805FDFA3F95CBB3D7D11426C57284FAC4DF61CA348171C0E230EF62D51AA3F93B3BDB57DDE2F8D4A3B2CF699FB3C9FF2612A67C7CCDDC06FDC3C56C5C049BE489FAB06D1CAE188FDE3065A64B039CFF61D351DFB54575062608F5B8CBA9F89418D4E4C95D41A3832D38FE982B3B2626C0D98E177A5CE7B7A20570EBB5797CDB3CFB154F363B7B117D4EDB57EF09EFFBC51B7E1772880DBF0F55B1A05057C51886120AEC03706DCAF4A71B92F01DFB30540EC6F50150FFA55772DEA55F711D7EF9FC413B6A548E3EDFE1D3D326DA2B524939EC93E88B6312CF660378B438DF42FF3CC2FD,f50fe720ff3de28f0a52ae7cefc9fdb37cd5b72ad429704ab9ab3c227997f7aa
114,baseline,256,405,B303ACB702FAD8EAD2BFA9C2432BD4B6A1EE0F20F9122F1405E84A93BC77327AB564D5826314D28D3FDD79D02FB0272814202413713F93DA3FA04C78C57A36E761E9D4B40248305FB64C2E00958BF4CD06D3F6B832D2633CD2C64E2FCDD45EE810AC5E5E56E9E2CAC3330A0AAC6CF3AE2077FF41A8BE770BFBA9ADD3EA2A896BC8D6702E01F0C70B2266C026DFE52966C1EFD7AB29BAD46883501C73C208887D692C7CDC4FA67BFAA88827FC23E8FFEE83F94CF3AEE51F75730E57CA3CDF5D3BC778E31E835F7ED4666A2353E04C24A22012F20F45603737F05BDD49097562B3C67A6E2EA9EB90464359E1804B2D736FF0CA8866C5615B38C033492B1FB39225,99eb34770a8f85e88be4828bebfa2ab6891a7855acee5ede10111a89bfa5b454
115,baseline,256,468,AB6391ABEDBC35973DD9EE4FD3AEFEB5C7F40F91EDB29C43013977618A9942A241F330DCFBEE59F3E51C699939138D2AA4F3887960072EC9FC58646E98BAD4FFC92B2F2F910BEECF4DED8B2FD26CD597432A55E11C226FA0343EDFC6F6A7C30E0477B49ED392DA728A862A8005F385D33D378E90590854DCA850AECDB34CAA81A68C0CA4C52F17F833B42ABC9E8EDD0E3FD75EAE17BEA48C9A242E0229C6770158FE65D4F81CFB512A8BCB9C56A483162FFAF2D26F61526CFB3973FAAE7DEFFC0F8C7EDEB62102B9AA8D65CF5A7833BC96836FE9FD32B71331D827A3B2247A1102E6F91377A5A0E303D795A7061FFC86BCC7D68E30F7E3346DBE5254521263EB,f8cc5e9a519a0e8e654faa9b1888a60aea631829fa7a7433314a96a6e104c7d5
116,baseline,256,581,9DCA574E0534F7C7B44A57B84CA2D85A22C6AB1965716DD0ADF4247729E300D01DF939FB1C607F7523AAD76B14C9FCBF830D15939721484F0FB29389A1D9A2A8827771409CD83BB693ED34EEB3952D3662AC9CB40DA0130F7D5AE7273728DE1639B133A16EB568F119B6A95AE06A83DE13EE683F6CBBFFFB0FA42699015F6FF9063BA45532545DB0509A914E1958EFF872BCD2CEDB061B9710F0D52A525EBE87B794C859FE85020964FCE951FB7A99B9750A5088B773A6EAB473C01C886B5B1CF3D4DEB3334AEA78573A329018EF8118DB293BB6C7CC189DDE51B703BE7E6D5CA13EB7FAC8F1F82FBEA7B336ADA93047E9E20689C782916E3342BF2BE4A6689B,68b864ac1b184dd7cadd448f44bcb3a793ca287ca07be1ccb4712ccde5af273e
117,baseline,256,353,E09D5DF16A1D5013068B4FD51299D49B5E724AFD058D34722F15166633304ED4D2CB3883B262B41C38230BE95BA762E714720A91D8B3D1725EC5B13C135501FDB4526654BF43C1BC2BB6C7D7B2C9E98848714AF5C998442C934F4494302F9D5CF1A359132D0F9B9910BB77A094EF575272B6B00761C6DBC61F264ADEF2E7B146EF88B6B405CF2F1D1E6D1E41E4D6BA36CB6EC03D295BB0B0DF27113B007F8F2FCAD803E74E71C64F9969D1EC105A69A5A19002489E2E6B71AB120774C9C51E8C6C3D8410C9C908DBAC5084161536A971A8026D7F359DAE7421A702F7CB1A760D43A710AC9A922C57ECA3501F9E39FEEDDC8BAF75B4AD36CDC45C92B38DF12B89,f8fb43216032223d41454bc55213762de2927ecbfe74e665992a6ee5cd85d2bb
118,baseline,256,266,D2AE83C773BED5902B540A350ECB64409C19303C2CD837F795C78A533A4D0EFEF192837C0CDCB0B262EDE2743653B6D8779209178A3F4CFD88305D8ECCE19F1FBD60D2DC6A1AA60023304221A7D4D4905DB6BFBBB615CDA8E06AC0FBF3FEEE2416A49D5624D812EF130189F9ADF8B67BCF4B8B2920EDC49B0A25C7E7332E82B5B7DB2AF6706C6AD2F0CF755AD761A5E6E8EDBD0CF7008AA2C76849A88822F481E7A4C1BAF2EF07C20D4E6603FD3AEE74297019ADC57C250F4941FB23CC8D01E73AD61FB2293ED8D591DA3DF2D7E80B5D08C40522E69F3BC4E437EBFCD85474A18CF8C544DAD16B19F72B3E5582F3A52786EEACB3CBE2FEB47DE9CF15FEF86347,bf59c6b4f4d34167d0216a973a1d90040e12244bf5d0a5975478522f0babb054
119,baseline,256,331,B531AD6932D7173DE91159A499D54A6CA67543B81932E99A749400ED1805CF5AB69BE1B80576F2036A3E77A98DCDA014D65FA09EB4FEC2BFDD0104F399A434BB2A2E0BB35096C0FAFB5F7C1645E7D7B1CE1D5C7D9C84FA7E63A938B688AC8CFF10E5CADD494BCBC5416C4866DA479A9051F225B2F375189E1A9A28F866692D27627971FF5C1C4E3C13B4227376E6D650555DA1C10031368BDDA4CC7FE6EB6621574FD6B4BBBAE5AF03C7BF2DC44D18BF4BC3F753825667DE96335890D73BD63611A2A19A1645F78885639E6516E466B139680373D830AE68F259C373063E5F7942C3A70A176DDD67F61F16FC5F38F18EE931466A2C864424E1242FDA3A38B9B9,589dbb8547d708ee9354f29ad7dd135b97399e601bf8235637405e98e6de92c4
120,baseline,256,925,A3CFC08D915C1B435D2ABD5FE5081BAA14F1E075042A3988371679BD6961F67CF6CDB480B3DA0001016EA25CE9FAA1E780CE59EE64386B717BCCC3FB65E293010F75727888FC377CAD7D4843DE09B34E651AA871411FA296A2FEAD74EAF1FF299B7FCC8A42B1AFCBEEAF84DCEAC9577E3618B3CB98B3E3FA113028D6692D9FF225BFC1D20068D2BC65510AA5B6663290A2CD924D47A7D5A91101287716A9DB773CBCD7E5FA2A595AB423AE63A2068500AE52B57FA22D95C5EC6E25A955263B076502AD7807124715679F1491F74114022F9F1ACC285FF7A7EBCF8B566BB5731463B01B7C546FB9C7DF67B842BFB53CDC9410CC54F96A03338F20635F01CAD5A7,06898cde77afe80d7cccfc860db673f47a8495b3321311aec65ff229f971c221
121,baseline,256,227,95D96BEA7E6B7258B35BB5BB4FC1211736841B01CF87FF1EDE2056BDCB1EE6F495FF76CBCEB185991BDF1558D8C6BD852848CAABFEEAD16862AFF0559EDAAC7B6187A241BF497C82CEF5C6628AFD99F9092B282EECA5C2187D1302930F8C8CE0C408F3046CC7B28285F13D5076E54C2431B430B13387E4B341277ED884173FE0B423EB473936C9E1812D41BCBC8892374028AE48B8E42924FFAB328FD6018B8B12C6C8171D2A0C42B1290E6A97778D745B469C3CC9C34805E90ECBFBF60619C57FC5729CDCF754662A7BDE78574DB014DE1947A7124AF6CAF7065EB54CA487D070B6E039ECFA6AC5C05261A2E50494870EA262097219F2BB5ADB51851024C765,8ec2681b9298da9ae59a1a5f1856989200a5dba4bbffa5525b0a79a9b81713d0
122,baseline,256,416,9E7D98528170599B0A426573A462B2CA8DFDFFF4E9A248DC8A90C1DAFF494B0BB0672353A9B9F9B0D2D180735F48F4262B26C589793D68A6C6EE39F953580F6FFF0019109B8C87C166DF0AAF70F5F091CE6CD6CE77B6E3B242789BE070D2C7935FB4C731244BB198F5923452927E6A6BF693541B2B4845F744F82014295655A855935609D9925B8ACF182F232BFA2502670F3E5A90D61E07B92CADC0AE9454DBC9D97EF6C361FF9E02F371885535FB476A95307A3C38ABDBFBF840B1717A46D27E910E88660EE8BEFE57D371565A21B14F8D725C39A79C683CE3C1FC41EDDB59AD07C2C26B106828EC7A362293298062AB712E8B87410E93FB5B3775D5BE9AF5,fb9486a9ec7a5fa24881f24239df008d09093faee65a5cff273a88f543fb7114
